0545000,1355.19,503666,02,35657,63155,-0.0136,+10.8929,-0800.6354,0.0100,316.9221
0550000,1367.35,504163,01,35574,63345,-0.1968,+11.1525,-0056.6581,0.0100,317.2348
0555000,1379.29,503969,02,35817,63151,-0.0549,+10.6882,-0194.6490,0.0100,317.1127
0560000,1391.52,503636,03,35967,63179,+0.0321,+11.0534,+0343.9601,0.0100,316.9032
0565000,1403.47,503806,03,35830,63007,-0.0654,+10.6173,-0162.2340,0.0100,317.0102
0570000,1415.39,503274,01,35818,63004,-0.0709,+10.9215,-0153.9931,0.0100,316.6754
0575000,1427.50,503772,01,35758,63212,+0.0023,+11.0629,+4761.7323,0.0100,316.9888
0580000,1439.66,503401,01,35773,63003,+0.1753,+11.1038,+0063.3537,0.0100,316.7553
0585000,1451.63,502800,04,35631,62881,+0.0065,+10.8916,+1666.3279,0.0100,316.3772
0590000,1463.57,502538,02,35592,63024,-0.0139,+10.8663,-0779.6552,0.0100,316.2123
0595000,1475.58,503346,04,35603,63025,-0.0809,+10.8601,-0134.2345,0.0100,316.7207
0600000,1487.80,503708,03,35744,63151,+0.0023,+10.9372,+4779.2306,0.0100,316.9485
0605000,1499.97,503097,01,35675,63023,+0.1028,+10.8686,+0105.7544,0.0100,316.5640
0610000,1512.03,503246,03,35603,63001,-0.0572,+10.6452,-0185.9969,0.0100,316.6578
0615000,1524.19,502899,03,35550,62848,+0.0328,+11.0986,+0338.1957,0.0100,316.4394
0620000,1536.11,503130,02,35662,62976,+0.0717,+10.7724,+0150.2923,0.0100,316.5848
0625000,1548.12,503787,01,35761,63123,-0.0256,+11.1248,-0434.0638,0.0100,316.9982
0630000,1560.09,503668,03,35898,63065,-0.1098,+10.9100,-0099.3736,0.0100,316.9233
0635000,1572.12,503495,04,35726,62945,-0.1645,+10.9699,-0066.6842,0.0100,316.8145
0640000,1584.07,502929,03,35704,62961,+0.0338,+10.7155,+0316.6097,0.0100,316.4583
0645000,1596.06,503007,01,35803,63071,-0.0956,+11.1844,-0117.0152,0.0100,316.5074
0650000,1608.19,503020,00,35902,63205,-0.0408,+11.0563,-0271.0218,0.0100,316.5156
0655000,1620.28,503562,01,35890,63168,-0.0704,+10.9254,-0155.2327,0.0100,316.8566
0660000,1632.35,503167,00,35706,62973,-0.0950,+10.7220,-0112.8115,0.0100,316.6081
0665000,1644.44,502915,01,35730,63092,-0.0783,+11.1850,-0142.9057,0.0100,316.4495
0670000,1656.40,503433,02,35764,63121,-0.0448,+10.8956,-0242.9577,0.0100,316.7755
0675000,1668.44,502864,03,35571,62947,-0.1145,+10.7988,-0094.3007,0.0100,316.4174
0680000,1680.56,503025,01,35739,63121,-0.1935,+10.9056,-0056.3727,0.0100,316.5187
0685000,1692.79,503572,00,35733,63287,-0.0805,+11.0994,-0137.9533,0.0100,316.8629
0690000,1705.17,503142,01,35768,63048,+0.0815,+10.8829,+0133.4881,0.0100,316.5924
0695000,1717.34,503048,02,35691,62951,+0.0909,+10.8568,+0119.4881,0.0100,316.5332
0700000,1729.57,503348,00,35697,63118,-0.0206,+11.0469,-0536.8641,0.0100,316.7220
0705000,1741.65,503190,02,35866,63145,-0.1697,+10.9284,-0064.3981,0.0100,316.6226
0710000,1753.66,503226,04,35721,62953,-0.0874,+10.9497,-0125.2910,0.0100,316.6452
0715000,1765.66,502704,02,35456,62694,+0.1352,+10.7197,+0079.2594,0.0100,316.3167
0720000,1777.85,502550,02,35529,62907,+0.1620,+10.8348,+0066.8785,0.0100,316.2198
0725000,1790.06,503263,02,35506,62952,+0.0516,+10.8247,+0209.9031,0.0100,316.6685
0730000,1802.08,503952,02,35711,63052,-0.1040,+10.7661,-0103.4935,0.0100,317.1020
0735000,1814.22,503513,02,35447,62981,-0.0671,+10.7428,-0160.0867,0.0100,316.8258
