0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224.836,226.879,228.167,227.441,228.162,229.591,230.054,229.513,231.203,231.59,232.468,234.489,233.415,232.635,234.293,236.783,236.336,237.649,238.079,238.652,236.863,238.058,239.185,240.337,241.201,243.012,242.619,241.901,243.743,244.402,244.182,244.904,246.163,247.37,246.708,247.405,248.573,249.157,250.35,251.104,252.007,252.611,252.443,253.889,255.526,256.489,257.544,257.788,257.734,258.406,257.141,259.34,260.435,261.695,261.963,262.147,263.072,263.523,264.033,265.033,264.304,265.672,267.149,268.508,269.522,270.791,271.469,272.977,274.658,275.362,276.08,276.248,278.959,280.62,281.828,282.208,284.179,287.009,286.327,286.863,287.505,288.798,289.955,291.288,294.192,295.217,298.165,300.351,299.923,301.159,303.081,302.475,302.445,305.898,307.95,307.645,308.174,312.068,314.33,316.718
226.96,228.645,229.183,230.571,231.24,232.618,232.1,232.578,235.528,236.652,237.444,239.296,239.988,239.628,241.267,241.29,241.708,242.435,243.57,245.021,245.637,246.305,246.685,247.784,247.141,249.291,252.379,253.613,254.055,255.251,256.334,258.126,257.646,258.451,259.474,261.073,261.789,262.795,263.195,263.542,264.9,265.531,266.63,267.119,268.131,269.054,269.826,271.872,274.028,273.863,274.14,274.688,275.826,276.069,276.302,279.041,280.705,281.468,282.624,284.489,285.654,287.461,287.397,286.886,288.477,288.84,290.706,291.602,293.173,293.556,292.333,293.751,294.515,296.26,297.285,297.944,298.704,299.416,299.71,299.93,301.176,303.156,302.795,304.68,304.338,306.125,307.8,308.883,308.157,311.616,310.148,312.894,314.487,315.638,317.334,318.372,318.454,319.527,320.919,321.291
225.827,228.45,228.874,230.353,231.59,233.345,233.794,234.872,235.927,236.906,237.512,239.023,239.917,241.338,242.565,243.055,243.486,242.38,243.209,245.599,247.757,247.437,248.093,249.372,251.7,252.003,252.433,254.358,254.957,255.842,255.245,255.893,257.138,257.65,259,261.322,262.844,264.122,264.1,264.86,265.275,267.042,266.405,267.592,269.239,269.09,270.07,270.587,272.096,272.47,274.053,274.341,275.729,277.897,279.128,279.093,280.042,280.488,280.522,282.088,285.006,285.979,285.867,285.386,285.282,287.81,288.943,288.257,290.875,291.334,292.214,292.538,292.837,294.458,295.428,297.578,296.479,301.401,300.068,300.618,302.794,302.009,301.379,302.044,302.919,302.721,303.872,305.952,304.91,306.579,308.552,309.87,309.495,310.015,311.616,314.074,313.661,315.33,318.216,317.549
227.845,229.903,230.885,232.736,234.129,235.099,235.959,237.397,237.424,239.915,241.904,242.23,244.222,245.139,247.235,247.803,248.003,250.036,250.82,250.858,251.847,251.925,253.017,254.431,254.738,255.559,256.736,256.971,257.28,259.357,261.319,261.981,260.971,263.304,262.687,263.719,263.918,265.005,265.533,266.839,268.051,270.695,271.064,271.975,271.405,272.414,273.536,274.873,274.928,275.108,276.638,276.395,277.922,279.257,278.831,280.196,280.434,282.56,282.536,282.379,282.323,282.468,285.408,284.592,286.403,289.059,288.181,287.602,289.262,289.792,289.932,292.799,293.284,292.236,293.129,294.766,295.296,296.684,295.697,298.306,298.724,300.05,301.661,303.224,304.313,304.838,302.826,305.334,304.529,307.555,308.421,309.764,311.876,313.417,313.531,314.052,315.629,317.105,318.105,319.815
225.861,227.32,228.779,230.296,231.877,232.169,233.503,234.325,236.357,236.712,236.69,236.398,237.307,239.109,239.474,240.877,241.856,242.919,242.918,245.651,246.441,247.61,248.9,250.257,251.149,254.032,254.089,254.294,254.332,256.027,256.076,256.04,257.093,257.782,258.754,258.497,259.13,261.142,262.982,264.709,264.771,265.319,267.164,268.284,269.442,269.153,270.074,270.728,271.645,271.989,272.422,275.036,275.161,275.366,277.725,279.479,280.187,282.557,281.312,283.059,284.201,284.699,286.064,285.646,286.134,287.774,288.593,290.608,291.09,293.429,292.785,293.133,292.828,294.07,294.48,294.66,295.191,298.744,297.025,300.04,300.868,302.393,303.199,304.279,306.257,307.057,307.052,308.065,307.312,310.559,312.783,312.779,312.7,312.883,313.367,312.975,314.362,314.629,316.143,319.219
226.53,227.323,228.641,229.936,231.971,232.838,234.255,235.019,235.377,236.301,236.321,236.845,237.817,239.455,240.755,239.965,241.38,242.031,245.31,247.72,247.514,249.445,250.31,250.465,250.646,251.889,252.351,253.191,253.214,253.908,253.922,255.337,256.334,257.867,259.402,260.099,260.178,261.605,262.507,264.03,265.358,265.117,266.873,268.109,270.666,271.339,270.597,272.616,273.257,274.003,273.799,274.537,273.31,274.954,278.641,278.673,278.491,278.75,279.648,281.527,282.645,285.299,286.353,288.544,288.529,290.294,291.062,290.788,293.181,294.191,296.157,296.057,297.745,297.344,298.857,299.39,300.121,302.012,301.119,302.966,303.597,305.716,305.363,305.746,305.216,306.805,307.7,307.221,308.155,308.977,310.998,311.703,312.201,313.908,314.664,314.414,315.788,316.895,317.875,319.693
226.164,226.168,227.561,228.582,230.387,231.516,232.262,233.839,235.48,235.829,236.829,238.183,238.586,238.614,240.196,241.076,241.586,243.297,244.876,245.332,245.36,246.322,247.72,249.016,249.237,249.688,251.401,254.344,255.604,256.884,257.656,259.529,260.786,261.551,261.063,264.051,264.281,265.097,265.724,267.334,268.894,270.985,271.281,270.908,273.537,272.462,272.675,274.037,275.977,276.165,277.239,277.982,278.319,280.109,280.132,282.939,284.489,283.142,282.976,284.865,284.398,284.218,285.495,286.523,286.61,287.623,287.942,289.525,288.289,290.2,290.238,290.416,291.616,291.393,292.826,293.664,293.917,296.993,296.575,298.497,299.713,301.762,302.364,302.714,302.99,302.74,304.46,307.424,305.702,307.701,308.941,309.167,310.335,311.2,313.963,314.687,315.817,316.435,317.219,317.711
226.052,228.404,229.789,231.398,231.946,234.023,234.202,235.885,237.258,236.033,237.663,237.801,239.053,241.116,242.572,242.639,244.275,245.418,246.479,245.283,246.863,247.957,248.737,248.086,250.293,252.607,253.557,254.378,256.465,257.357,257.668,257.808,257.753,258.838,260.54,260.879,261.276,261.908,261.523,263.384,266.011,267.621,267.364,267.101,266.553,268.857,270.193,272.368,271.261,274.259,275.438,276.862,278.118,278.243,279.96,280.318,281.641,283.517,284.486,284.016,286.141,285.516,287.102,288.976,287.816,287.704,288.784,289.434,290.445,292.513,293.887,292.699,294.944,296.14,296.617,296.904,296.152,300.544,297.63,301.928,301.023,304.779,306.086,306.727,307.03,307.726,309.376,309.043,309.442,310.205,312.545,312.652,312.966,311.446,312.764,313.953,316.249,318.645,318.709,319.72
226.438,226.486,227.547,229.031,229.358,229.618,231.231,232.486,233.809,234.761,235.083,234.971,237.278,237.712,238.194,240.468,242.471,243.025,244.34,245.922,246.823,246.062,246.834,248.208,249.745,251.459,252.805,253.737,254.104,254.716,254.402,255.851,257.313,258.656,259.862,259.106,261.739,263.001,265.195,265.025,265.697,267.615,268.528,269.024,269.809,271.938,273.272,273.718,275.172,275.903,276.997,276.773,277.756,278.23,278.6,280.225,282.646,284.271,285.474,284.147,286.083,287.781,288.772,288.992,287.309,287.879,289.187,289.63,288.35,290.33,289.966,292.758,293.979,295.23,296.183,297.155,297.17,297.787,298.046,298.442,299.622,301.617,304.016,305.007,304.938,304.691,304.33,307.25,304.835,309.642,309.818,310.458,312.383,313.484,313.926,314.438,316.068,318,317.928,320.074
