 VL1  2 330.684 1074 12 11 29  215.27
 VL1  2 330.708 1074 13 13  8  221.05
 VL1  2 330.731 1074 14 14 47  226.08
 VL1  2 330.755 1074 15 16 25  228.12
 VL1  2 330.778 1074 16 18  4  228.19
 VL1  2 330.802 1074 17 19 42  226.15
 VL1  2 330.825 1074 18 21 21  224.27
 VL1  2 330.849 1074 19 22 59  221.38
 VL1  2 330.872 1074 20 24 38  218.51
 VL1  2 330.896 1074 21 26 16  216.67
 VL1  2 330.919 1074 22 27 55  213.62
 VL1  2 330.943 1074 23 29 33  211.80
 VL1  2 330.989 1075  0 53 15  207.85
 VL1  2 331.013 1075  1 54 54  206.95
 VL1  2 331.036 1075  2 56 32  205.03
 VL1  2 331.060 1075  3 58 11  204.02
 VL1  2 331.083 1075  4 59 50  203.12
 VL1  2 331.107 1075  6  1 28  202.23
 VL1  2 331.130 1075  7  3  7  200.19
 VL1  2 331.154 1075  8  4 45  200.32
 VL1  2 331.177 1075  9  6 24  200.32
 VL1  2 331.200 1075 10  8  2  200.84
 VL1  2 331.224 1075 11  9 41  206.61
 VL1  2 359.219 1127 13 23  0  240.00
 VL1  2 359.236 1127 14 13 46  244.07
 VL1  2 359.258 1127 15 15 24  245.19
 VL1  2 359.279 1127 16 17  3  242.20
 VL1  2 359.301 1127 17 18 42  240.26
 VL1  2 359.322 1127 18 20 20  237.25
 VL1  2 359.343 1127 19 21 59  234.38
 VL1  2 359.365 1127 20 23 37  230.38
 VL1  2 359.386 1127 21 25 16  226.46
 VL1  2 359.408 1127 22 26 55  224.51
 VL1  2 359.429 1127 23 28 33  221.47
 VL1  2 359.451 1127 24 30 12  219.52
 VL1  2 359.472 1128  0 52 15  218.60
 VL1  2 359.493 1128  1 53 54  216.67
 VL1  2 359.515 1128  2 55 32  214.64
 VL1  2 359.536 1128  3 57 11  213.73
 VL1  2 359.558 1128  5  0 29  211.70
 VL1  2 359.579 1128  6  2  7  210.79
 VL1  2 359.601 1128  7  3 46  208.76
 VL1  2 359.622 1128  8  5 24  208.76
 VL1  2 359.643 1128  9  7  4  210.58
 VL1  2 359.665 1128 10  8 42  215.27
 VL1  2 359.686 1128 11 10 21  223.01
 VL1  2 359.707 1128 12 11 59  230.92
 VL1  2 359.729 1128 13 13 38  237.94
 VL1  2 359.750 1128 14 15 16  244.07
 VL1  2 359.772 1128 15 16 55  245.23
 VL1  2 359.793 1128 16 18 33  242.25
 VL1  2 359.814 1128 17 20 12  239.24
 VL1  2 359.836 1128 18 21 50  236.23
 VL1  2 359.857 1128 19 23 29  233.36
 VL1  2 359.878 1128 20 25  7  229.36
 VL1  2 359.900 1128 21 26 46  226.46
 VL1  2 359.921 1128 22 28 24  223.50
 VL1  2 359.942 1128 23 30  3  220.45
 VL1  2 359.964 1128 24 31 41  218.51
 VL1  2 359.985 1129  0 53 45  216.57
 VL1  3   0.006 1129  1 55 24  214.64
 VL1  3   0.028 1129  2 57  2  213.73
 VL1  3   0.049 1129  3 58 41  211.70
 VL1  3   0.070 1129  5  0 19  210.79
 VL1  3   0.092 1129  6  1 58  209.88
 VL1  3   0.113 1129  7  3 36  207.85
 VL1  3   0.135 1129  8  5 15  206.72
 VL1  3   0.156 1129  9  6 53  209.56
 VL1  3   0.177 1129 10  8 32  216.20
 VL1  3   0.199 1129 11 10 10  224.91
 VL1  3   0.220 1129 12 11 49  233.88
 VL1  3   0.241 1129 13 13 27  242.01
 VL1  3   0.263 1129 14 15  6  247.08
 VL1  3   0.284 1129 15 16 44  248.27
 VL1  3   0.305 1129 16 18 23  244.25
 VL1  3   0.327 1129 17 20  2  241.23
 VL1  3   0.348 1129 18 21 41  238.27
 VL1  3   0.369 1129 19 23 19  235.33
 VL1  3   0.391 1129 20 24 58  231.39
 VL1  3   0.412 1129 21 26 36  227.48
 VL1  3   0.433 1129 22 28 15  224.51
 VL1  3   0.454 1129 23 29 53  221.55
 VL1  3   0.476 1129 24 31 32  219.62
 VL1  3   0.497 1130  0 53 35  217.68
 VL1  3   0.518 1130  1 55 13  215.65
 VL1  3   0.540 1130  2 56 52  213.73
 VL1  3   0.561 1130  3 58 30  211.70
 VL1  3   0.582 1130  5  0  9  210.79
 VL1  3   0.596 1130  5 39 13  208.76
 VL1  3   0.604 1130  6  1 48  208.86
 VL1  3   0.625 1130  7  3 26  207.85
 VL1  3   0.646 1130  8  5  5  206.83
 VL1  3   0.668 1130  9  6 44  209.56
 VL1  3   0.689 1130 10  8 22  216.20
 VL1  3   0.710 1130 11 10  1  224.98
 VL1  3   0.732 1130 12 11 39  233.94
 VL1  3   0.753 1130 13 13 18  240.93
 VL1  3   0.774 1130 14 14 56  247.08
 VL1  3   0.795 1130 15 16 35  248.27
 VL1  3   0.817 1130 16 18 13  244.20
 VL1  3   0.838 1130 17 19 52  241.23
 VL1  3   0.859 1130 18 21 30  238.21
 VL1  3   0.881 1130 19 23  9  235.33
 VL1  3   0.902 1130 20 24 47  231.32
 VL1  3   0.923 1130 21 26 26  228.49
 VL1  3   0.945 1130 22 28  4  224.51
 VL1  3   0.966 1130 23 29 43  222.57
 VL1  3   0.987 1130 24 31 21  220.63
 VL1  3   1.008 1131  0 53 25  218.60
 VL1  3   1.030 1131  1 55  4  216.67
 VL1  3   1.051 1131  2 56 42  214.74
 VL1  3   1.072 1131  3 58 21  212.71
 VL1  3   1.094 1131  4 59 59  210.68
 VL1  3   1.115 1131  6  1 38  209.77
 VL1  3   1.136 1131  7  3 16  208.86
