0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232.344,233.996,234.755,235.108,236.494,236.839,237.264,238.361,240.47,240.167,241.46,241.675,243.256,244.007,245.617,246.513,247.885,249.078,249.622,248.967,249.22,249.985,250.385,251.086,251.906,252.137,252.759,253.932,253.882,255.68,255.427,255.9,256.737,258.104,257.788,259.41,260.795,260.559,261.314,262.098,262.034,261.883,261.566,261.437,262.255,264.33,263.558,263.34,264.259,265.854,266.444,268.015,269.07,269.819,269.671,269.955,270.488,270.607,271.473,271.544,273.421,274.082,274.101,274.603,277.03,276.974,277.834,278.592,278.499,279.309,280.579,279.687,281.296,280.787,280.718,282.955,282.443,284.715,283.123,285.596,286.988,288.765,290.978,291.891,292.943,291.754,292.904,295.9,295.115,297.508,298.016,298.724,299.796,302.56,302.682,302.964,304.137,306.195,307.87,309.328
234.731,235.649,236.6,238.668,237.788,238.194,239.148,240.972,241.879,242.499,242.941,242.661,243.886,245.057,246.612,246.531,246.534,247.364,248.317,249.674,249.796,250.961,251.914,252.231,253.163,253.791,254.807,255.75,256.866,258.433,258.769,259.046,258.037,259.194,261.624,262.765,261.977,262.444,265.474,265.293,266.428,267.066,266.576,267.3,267.668,270.057,270.867,272.212,272.452,272.898,273.442,272.635,273.024,274.74,274.184,275.126,276.838,278.342,278.912,279.692,281.183,281.582,281.889,281.399,283.061,283.95,285.167,285.861,286.717,287.225,288.409,288.878,288.838,293.161,291.938,292.157,293.275,296.381,293.805,298.04,297.389,298.696,299.2,300.135,299.83,299.139,300.122,302.18,301.836,301.924,303.398,302.932,303.85,305.164,305.792,306.587,307.523,310.122,311.953,311.313
232.905,235.226,235.849,236.859,238.345,240.854,240.008,242.232,242.921,242.339,243.283,244.555,245.554,246.221,246.667,246.416,246.571,247.718,249.36,249.583,251.029,251.336,252.302,253.851,255.336,256.015,256.387,256.66,255.708,256.809,257.581,259.477,260.314,260.821,260.421,261.072,262.792,263.884,263.872,265.865,266.069,265.682,267.166,268.047,266.364,267.35,269.346,270.672,270.316,270.472,269.933,271.83,272.34,273.738,274.171,273.603,275.623,276.295,275.369,278.132,280.31,279.437,281.682,282.123,281.688,281.842,282.179,284.461,284.025,285.901,286.242,286.333,288.176,288.328,288.21,291.308,291.239,292.101,289.985,291.449,292.516,294.028,295.844,296.484,297.097,297.318,296.94,297.772,297.719,299.045,299.743,300.35,301.45,302.33,304.051,304.733,306.434,306.313,308.064,308.8
234.604,235.603,236.659,237.887,239.2,239.61,239.871,240.876,242.961,242.451,242.634,243.553,245.675,246.811,248.019,247.374,247.19,248.098,249.707,250.475,251.419,252.913,253.618,253.711,254.923,254.864,255.264,256.68,256.502,257.758,258.589,259.155,258.377,259.702,259.945,261.213,262.562,261.869,263.398,264.043,264.732,265.113,266.532,267.605,268.152,269.554,269.992,270.044,270.094,271.426,272.75,272.844,273.805,274.855,275.441,277.356,278.066,278.606,281.117,280.295,281.248,281.092,281.223,280.761,282.305,284.545,284.054,283.679,284.905,286.273,287.036,287.545,287.956,289.487,290.262,289.653,291.64,293.348,292.462,294.756,296.215,296.993,296.918,297.65,297.886,298.818,300.974,302.73,303.201,304.217,304.226,304.836,305.319,305.754,307.054,308.641,308.408,309.393,311.899,311.273
231.591,234.057,235.368,236.216,237.34,238.912,239.816,240.862,241.325,242.32,243.191,244.462,245.931,246.845,248.205,246.972,248.549,249.265,250.134,250.99,252.265,252.46,253.314,254.598,255.095,254.733,255.456,256.297,256.486,257.803,259.559,260.313,261.786,263.706,264.197,264.755,265.836,266.359,267.562,268.171,266.825,269.611,270.291,270.095,270.627,270.447,270.842,272.283,273.757,274.4,274.979,276.125,275.847,277.306,277.818,278.24,279.262,278.908,278.582,278.842,281.024,281.666,282.589,282.227,282.484,283.967,285.311,285.957,287.001,287.879,288.219,288.441,291.102,292.074,293.532,295.131,295.607,296.209,294.93,295.667,295.952,295.958,295.436,296.543,297.173,297.875,299.982,299.506,300.486,300.405,302.18,302.079,302.676,303.055,302.392,303.946,306.463,308.677,308.015,309.281
232.42,234.831,237.078,237.226,238.324,238.828,239.156,241.339,242.159,243.558,244.092,245.469,245.902,245.886,246.099,247.522,248.546,250.025,251.705,251.565,252.037,251.343,252.299,252.619,253.001,255.084,256.093,256.714,255.824,257.172,258.182,260.24,261.033,262.351,263.397,265.667,265.892,266.393,266.84,266.909,268.385,269.451,271.555,273.162,273.004,271.975,273.115,275.037,274.981,274.154,273.713,274.509,276.493,277.291,278.068,278.684,278.839,279.26,281.736,282.948,283.888,284.108,283.815,284.415,285.438,286.078,287.182,286.579,285.589,287.519,289.912,290.289,290.715,292.034,291.739,292.483,292.3,294.058,294.159,295.278,296.145,297.735,298.561,298.094,298.596,299.485,299.453,305.586,302.336,306.284,305.251,305.651,307.052,307.032,308.742,309.845,308.61,310.658,311.054,312.341
234.616,235.935,238.106,240.24,238.805,238.621,240.001,241.396,241.44,240.173,241.201,242.153,243.685,244.634,245.262,245.618,247.209,248.397,248.263,248.775,249.63,250.433,252.16,252.729,253.026,254.302,253.511,254.549,255.403,255.087,256.617,258.379,258.488,259.778,260.635,261.488,261.875,260.49,261.817,261.477,262.252,262.251,265.338,266.072,266.982,267.481,267.128,268.26,267.618,267.654,268.25,269.142,270.038,269.391,270.588,273.239,275.626,277.594,277.848,277.53,277.17,279.379,278.171,279.175,280.27,281.249,281.633,281.583,283.686,283.429,283.07,284.582,285.488,286.575,287.857,288.728,288.605,291.266,289.824,293.208,295.92,297.007,295.7,295.138,296.474,297.611,299.451,301.23,299.387,300.919,302.588,302.525,302.909,304.484,306.174,307.006,307.708,308.554,309.781,309.187
233.749,234.438,235.514,236.625,237.678,239.256,239.908,241.193,242.517,242.54,243.516,244.847,246.607,246.639,247.484,248.562,249.397,249.572,251.497,252.436,253.568,254.053,254.836,256.432,255.587,257.456,256.557,256.784,256.319,258.629,259.217,261.429,261.772,262.44,262.774,264.173,264.607,266.212,265.753,267.459,267.14,267.925,267.741,269.645,270.463,270.732,271.035,272.31,272.956,274.718,276.314,276.355,278.616,278.456,278.525,279.976,278.925,280.256,281.983,281.099,282.184,281.777,284.402,285.759,286.343,285.953,286.927,287.636,288.757,288.169,289.311,289.08,290.84,290.86,293.201,293.35,293.094,292.553,292.001,292.594,294.854,296.033,297.245,297.662,296.771,298.122,299.065,300.308,299.71,301.146,303.174,305.51,307.097,306.87,309.019,307.837,309.796,309.144,309.687,311.406
233.89,234.982,237.961,239.028,239.329,239.786,240.963,241.704,241.909,241.68,242.771,243.771,245.518,245.674,247.275,248.489,249.892,248.745,249.988,250.409,251.682,251.602,252.437,251.784,253.73,254.624,254.637,256.529,257.492,258.989,260.326,260.208,258.911,260.697,260.889,262.551,263.133,263.164,263.047,262.771,263.722,265.335,266.642,268.226,267.53,268.886,269.78,271.075,272.063,272.915,272.108,273.755,275.206,275.693,276.659,277.213,278.243,278.529,278.686,280.256,281.262,281.611,282.033,282.393,283.165,284.147,284.509,285.608,286.273,285.656,285.262,288.408,287.345,290.033,290.402,290.661,290.284,292.804,291.965,294.213,294.475,295.04,295.819,295.358,297.123,299.061,299.953,300.828,299.594,301.724,301.604,301.602,303.371,303.97,304.61,306.416,307.984,309.651,310.228,311.506
