0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231.689,232.75,233.664,234.987,235.389,235.741,235.701,235.671,236.039,237.584,237.395,237.701,238.617,238.345,238.59,239.531,239.972,240.239,239.957,239.859,241.086,240.885,241.275,241.796,242.514,243.415,243.73,244.609,243.861,244.302,244.808,245.388,245.369,244.687,246.083,246.704,246.621,247.693,248.526,248.4,248.095,249.304,248.835,248.773,249.708,250.242,251.36,251.48,251.044,251.525,251.782,252.068,252.037,252.636,254.181,253.845,254.607,254.28,254.695,255.444,255.758,255.81,256.084,257.008,256.287,255.905,255.944,257.165,257.379,258.473,257.866,258.216,258.819,258.903,260.064,261.07,260.385,259.86,260.466,261.464,261.505,262.069,262.055,262.083,263.031,263.463,264.116,264.009,263.905,263.608,264.212,264.614,264.546,265.157,264.606,265.118,266.787,267.257,267.835,268.084,268.278,269.506,269.581,269.889,269.983,270.08,269.898,270.62,270.033,272.897,270.569,271.782,272.809,273.404,273.734,274.329,274.245,273.834,274.01,274.008,273.47,275.184,274.795,274.657,277.145,277.533,277.946,278.99,278.537,278.317,278.561,280.715,279.918,279.925,280.539,281.771,282.726,281.569,281.668,281.588,281.866,282.321,282.722,284.336,284.748,284.818,284.657,285.392,285.51,287.198,287.667,287.791,288.678,287.934,289.334,289.632,289.594,289.533,289.438,289.844,290.687,291.799,291.021,290.702,290.594,290.363,291.629,291.812,292.506,292.756,294.18,293.613,293.127,295.689,293.809,295.535,295.333,295.943,296.346,296.683,296.54,296.517,296.936,298.435,298.338,298.273,299.106,300.673,301.618,302.506,302.929,303.17,304.046,305.782,306.048,305.725,307.344,310.056,309.728,311.365
232.472,233.548,234.208,234.906,236.319,236.621,236.85,238.213,237.549,237.941,237.039,237.381,238.863,238.863,239.686,240.266,241.574,241.3,241.169,241.971,242.383,243.261,243.83,244.448,244.638,245.476,245.831,246.208,246.333,245.916,247.155,247.447,247.233,248.495,249.047,248.101,248.772,249.317,249.8,250.55,251.516,252.841,252.255,251.23,252.321,252.513,253.316,254.918,255.017,255.827,255.972,256.35,256.285,257.302,257.567,258.099,257.743,258.29,256.824,257.816,258.798,258.961,259.322,260.306,260.375,260.416,260.935,261.145,261.978,262.781,263.737,265.051,263.734,263.378,263.258,264.448,264.699,264.414,264.84,264.786,266.425,265.963,266.851,267.639,266.589,268.115,268.638,267.973,267.933,267.996,268.717,269.064,268.991,268.864,269.585,270.478,271.876,270.563,270.721,271.742,272.344,272.651,272.713,273.418,273.825,274.506,274.954,273.99,274.877,277.892,275.667,276.214,277.551,277.556,277.819,278.18,278.386,277.916,278.148,278.534,279.142,280.046,281.591,281.034,279.91,280.601,281.816,281.449,282.042,281.835,282.07,283.211,284.018,284.661,284.183,285.138,285.358,286.497,285.607,285.797,286.163,287.701,289.139,289.347,289.201,289.786,290.159,290.463,290.943,290.704,291.026,291.358,292.048,291.962,292.522,293.207,293.84,292.886,293.483,294.695,294.515,293.489,294.003,295.238,295.114,296.576,296.538,296.78,298.418,298.209,297.92,297.939,298.47,300.821,299.052,300.575,299.946,301.949,301.877,302.206,301.73,302.879,304.388,304.829,305.101,305.408,305.832,305.797,306.582,306.269,306.72,307.132,307.341,307.157,309.202,310.432,310.694,309.172,310.244,310.263
233.356,234.15,234.413,235.045,235.699,236.567,236.661,236.174,236.98,237.766,238.874,239.944,240.934,241.6,241.034,240.932,241.933,241.678,242.617,242.626,243.811,244.135,244.557,244.904,245.807,245.073,245.212,246.3,247.035,247.712,247.562,247.803,247.378,247.91,248.87,249.357,250.188,250.021,251.249,251.223,252.02,253.169,252.314,251.76,252.482,253.562,253.847,254.553,254.746,254.92,255.156,255.716,255.362,255.542,256.51,256.804,257.023,256.114,258.357,258.498,259.203,259.263,259.332,260.685,261.136,261.543,261.61,261.95,261.378,261.483,261.777,262.729,262.754,263.795,264.532,264.077,265.209,266.117,266.146,265.872,265.216,264.673,266.096,266.246,266.82,266.979,269.714,270.493,270.217,268.44,269.019,271.015,271.464,271.205,271.587,271.846,272.376,272.183,272.253,273.46,272.656,272.117,273.573,274.051,273.848,275.138,276.048,276.146,277.125,277.461,277.467,277.605,277.92,278.4,277.867,278.624,278.963,278.884,280.714,281.111,281.268,282.082,282.721,281.741,281.702,282.166,283.305,283.282,284.214,283.726,284.223,285.157,285.473,285.847,286.505,287.144,286.332,286.583,288.086,288.041,287.691,287.968,288.702,289.086,289.655,290.382,289.864,289.606,290.697,290.699,290.718,290.613,291.559,291.449,292.171,293.908,294.654,294.139,293.782,295.219,294.828,295.372,295.91,296.032,296.924,298.023,299.029,298.453,298.408,298.771,298.626,299.601,298.973,301.722,300.446,300.719,301.293,301.858,302.11,301.877,302.227,302.125,301.533,302.788,305.068,305.782,304.872,304.534,305.933,307.549,306.878,306.42,308.269,308.507,308.797,308.885,309.69,309.974,310.635,310.796
233.079,234.092,234.742,235.783,235.81,235.624,236.715,237.025,238.028,238.89,238.653,239.457,239.785,240.93,241.135,241.33,242.279,242.042,242.608,243.145,243.578,244.583,245.042,244.573,245.435,245.281,246.111,246.476,247.12,247.33,248.544,247.877,247.917,248.242,249.126,250.477,249.913,250.843,249.989,251.265,252.137,253.536,252.823,252.775,253.385,253.471,254.529,255.084,254.988,254.911,255.644,256.742,256.656,256.928,257.229,258.258,258.828,258.231,258.227,259.198,259.35,260.099,259.557,260.745,260.954,261.829,261.526,262.735,263.53,263.598,263.963,264.368,264.364,264.428,265.282,265.479,265.007,265.858,266.428,266.711,267.324,267.271,268.212,267.508,268.8,268.878,270.337,270.349,270.449,269.645,270.293,270.003,270.389,271.148,271.376,271.526,272.866,273.575,274.433,276.538,275.3,274.891,275.336,274.986,276.463,277.149,277.259,277.801,277.231,278.754,276.948,277.381,278.514,279.219,279.716,279.746,280.46,280.131,280.158,281.167,280.443,280.238,281.094,281.156,281.669,282.153,281.826,281.991,282.382,283.219,283.475,283.517,285.105,285.605,284.557,285.836,286.022,285.503,287.14,287.469,287.181,289.053,289.406,289.412,288.11,288.862,289.598,288.799,290.816,291.529,291.7,291.136,291.754,292.256,291.95,291.814,292.917,293.98,293.563,292.562,294.379,294.271,294.156,294.329,293.853,295.39,294.825,295.75,296.699,295.777,296.668,296.653,296.853,299.42,297.213,298.203,299.065,300.342,299.94,299.259,300.164,301.047,300.462,301.571,300.371,302.582,303.307,303.935,304.355,303.942,304.661,305.571,306.523,307.57,306.755,308.777,308.264,308.86,310.534,311.196
233.039,234.097,234.14,235.452,235.637,236.617,237.16,237.656,238.54,239.737,238.979,239.694,240.77,241.134,242.028,242.784,243.187,243.794,244.194,244.37,244.982,245.643,245.395,245.511,245.978,246.901,246.904,247.596,247.58,248.214,247.677,248.684,248.573,249.124,250.33,249.466,250.283,251.719,252.007,252.487,252.345,255.219,252.906,253.031,253.69,254.968,255.958,256.244,256.084,255.402,255.961,256.184,256.469,257.149,257.988,259.672,258.543,259.903,260.046,259.197,259.767,260.815,261.066,262.066,263.178,263.967,262.889,262.192,263.694,263.816,264.174,265.276,264.876,264.67,265.627,265.765,265.601,267.947,266.974,266.675,267.574,267.927,268.434,269.692,269.011,269.233,269.282,270.338,271.819,269.821,269.115,271.673,272.38,272.533,273.586,273.724,273.538,274.099,274.102,274.332,274.331,274.856,275.321,275.418,275.286,276.084,277.33,278.243,278.93,279.014,279.508,279.313,279.082,279.954,281.338,281.068,281.271,280.898,282.955,283.08,282.883,282.644,282.264,284.145,283.495,283.743,284.836,285.225,284.956,285.532,286.041,285.995,286.462,287.756,287.667,288.298,288.668,288.289,288.411,288.165,289.516,289.92,288.965,289.283,290.139,290.633,291.545,293.112,292.47,291.901,293.83,293.77,293.514,293.483,294.475,293.65,294.303,294.524,294.795,295.399,296.975,295.782,296.418,296.802,296.83,297.832,299.191,299.264,299.243,299.066,298.701,298.098,299.554,300.86,298.85,300.542,300.677,301.015,301.933,301.591,302.564,302.615,302.248,302.784,303.392,303.656,304.623,305.33,304.601,305.471,306.15,306.868,306.834,308.227,308.8,309.199,310.016,311.421,312.028,312.375
232.458,234.547,235.193,235.556,236.48,236.282,237.982,237.476,237.772,238.421,238.949,238.847,239.157,239.351,240.764,240.904,241.982,242.982,242.683,243.209,243.594,244.053,244.699,245.352,245.149,245.764,246.072,246.515,247.029,248.028,247.639,248.637,248.282,249.285,250.225,249.875,250.552,251.13,251.459,251.386,251.018,252.45,251.345,252.122,252.776,252.15,252.76,253.127,253.822,254.303,255.514,256.268,255.692,256.562,256.698,258.154,257.223,259.2,260.06,260.077,260.031,260.567,259.458,260.847,261.053,262.988,262.971,263.499,262.943,263.855,262.479,263.831,264.512,264.675,265.727,266.309,265.879,266.294,267.61,267.442,267.6,268.232,267.843,269.526,269.285,269.55,270.709,271.23,272.314,270.732,270.426,273.256,272.85,272.084,271.958,272.512,271.406,271.844,272.756,273.452,274.301,275.457,274.705,274.881,275.53,276.097,276.621,276.419,277.159,277.281,276.248,276.592,276.636,278.816,279.279,279.634,279.641,280.292,280.379,281.428,281.627,281.159,281.695,283.304,284.169,283.709,284.145,285.021,285.234,284.969,285.5,286.146,286.845,287.58,287.538,287.305,287.695,286.975,287.519,287.81,287.981,289.912,289.799,289.855,290.702,290.225,290.739,291.009,291.736,292.281,293.467,292.85,294.206,294.363,294.055,293.553,294.513,294.486,295.616,295.257,295.077,295.448,296.925,297.653,298.103,297.993,296.957,298.645,298.59,297.798,299.201,299.431,299.618,301.602,299.633,300.309,301.214,301.466,301.981,302.418,302.684,301.807,302.752,303.27,304.206,305.113,306.08,305.433,306.31,305.621,305.983,306.553,307.599,307.589,309.206,308.805,310.621,311.328,311.398,312.868
232.38,233.715,234.033,235.038,235.599,235.642,235.436,236.326,237.472,238.175,239.209,240.546,240.464,240.47,240.66,241.048,240.586,242.364,242.454,243.204,244.044,244.408,245.048,244.986,245.835,246.792,247.124,246.307,246.399,247.98,248.342,249.042,250.863,251.725,251.046,250.692,251.969,252.863,251.963,252.52,253.86,255.604,255.233,255.192,255.73,256.091,256.133,255.849,255.435,256.173,255.875,256.409,257.249,257.858,258.662,259.985,259.301,259.78,260.303,260.803,260.94,261.353,261.369,262.191,261.554,262.335,263.038,263.545,264.392,264.749,263.768,265.598,265.477,266.174,266.089,266.371,267.527,267.95,267.119,268.092,268.513,268.179,268.242,268.655,268.984,269.552,270.41,270.344,271.245,269.351,270.653,271.072,271.279,272.853,272.522,272.225,271.316,271.972,273.045,273.242,273.643,273.296,273.155,273.841,274.965,275.633,275.793,276.316,276.283,278.887,277.833,278.52,278.578,278.735,279.308,279.634,280.597,281.038,281.911,282.983,282.059,283.732,283.621,283.73,283.602,284.274,284.288,283.981,283.991,285.422,286.397,286.921,286.806,286.702,287.2,287.683,287.747,288.385,288.75,287.784,288.04,287.893,288.262,289.119,289.82,289.743,289.895,290.2,292.222,292.317,293.568,292.361,292.551,291.762,292.573,292.89,294.356,295.077,294.904,295.981,295.969,294.888,295.161,295.233,294.611,295.046,295.461,297.22,296.352,297.155,297.533,296.044,296.811,298.47,297.622,297.862,297.908,299.148,299.692,299.662,300.856,301.084,301.956,302.459,302.88,303.261,303.57,303.829,303.277,304.59,305.337,305.818,306.649,307.582,308.362,308.575,308.264,309.057,310.138,311.774
232.522,233.541,234.861,235.798,236.422,236.501,237.577,236.754,237.218,238.68,238.538,239.448,239.761,240.95,241.105,241.644,242.313,242.162,243.093,243.566,243.999,244.514,245.66,244.929,245.198,246.112,246.254,246.625,246.942,247.59,248.01,248.332,248.806,249.391,249.756,250.659,251.793,251.774,253.046,252.637,253.103,255.334,252.855,253.935,254.49,256.217,255.705,255.839,256.235,255.614,256.435,256.801,256.832,257.585,258.813,257.868,258.639,259.405,259.56,259.807,259.677,261.153,261.053,261.318,261.001,262.117,261.656,262.267,262.467,262.853,262.767,261.844,262.521,263.123,263.883,264.206,264.617,263.859,265.027,265.182,264.931,266.502,266.257,266.489,267.415,268.383,268.673,268.251,270.013,267.965,268.884,270.386,271.02,270.357,270.494,271.536,272.257,273.495,273.057,272.867,272.735,273.728,273.762,274.486,274.113,274.52,275.652,275.388,276.174,277.248,275.771,277.527,276.79,277.58,277.184,277.422,277.72,278.323,278.854,279.796,279.881,279.279,279.41,281.12,280.041,280.271,281.039,280.422,281.592,282.088,282.06,282.342,283.512,285.442,285.968,286.215,286.744,286.978,287.529,287.642,288.102,288.559,289.167,288.272,289.126,289.666,290.367,290.965,291.001,291.221,291.943,291.805,292.722,292.972,293.36,294.858,294.456,294.866,295.242,296.848,296.046,295.335,295.288,295.191,296.698,296.204,296.382,296.973,299.16,298.399,298.495,298.607,300.062,300.268,300.447,300.757,300.303,301.138,301.816,303.546,303.116,305.149,304.714,305.691,304.705,305.637,305.56,306.439,305.975,306.098,306.866,307.686,308.194,309.742,309.661,310.84,310.035,310.022,311.44,312.714
232.922,234.115,234.447,235.515,236.399,237.209,237.294,237.221,237.309,238.156,239.18,239.455,239.388,240.815,241.82,241.254,241.568,241.668,242.708,243.535,243.741,244.091,243.819,244.085,244.319,245.025,246.064,245.256,246.115,246.923,248.208,247.68,247.376,248.388,248.348,248.799,248.819,248.275,249.636,250.367,250.98,251.829,251.989,252.423,252.923,252.777,254.52,254.654,254.657,254.585,255.547,255.444,254.828,254.587,256.195,257.688,256.63,258.116,258.396,258.816,259.837,259.239,259.934,261.13,260.496,261.57,261.804,260.979,261.802,261.996,263.07,263.488,262.972,264.133,265.131,265.848,265.99,266.122,265.932,266.243,266.322,266.44,266.309,268.761,268.457,269.226,270.011,269.119,269.905,268.268,269.646,269.736,270.262,270.563,271.278,272.273,272.196,272.236,271.821,273.11,273.616,273.934,274.527,275.623,276.172,275.225,275.594,276.598,277.004,278.362,276.604,277.284,278.219,278.718,279.516,278.79,279.112,280.044,281.304,281.418,281.723,281.659,282.286,281.552,282.073,282.828,282.646,283.34,284.959,285.1,284.349,284.263,284.674,284.99,285.792,285.829,285.688,286.5,287.086,287.81,287.693,287.308,288.084,287.556,287.857,288.309,289.449,288.988,289.656,290.572,290.516,289.987,290.573,290.342,290.241,291.104,291.922,292.536,293.109,294.571,294.968,294.153,295.517,295.072,295.408,295.651,296.821,297.777,297.631,297.46,298.893,298.218,297.654,300.64,299.173,299.825,300.36,301.082,301.571,300.805,301.973,303.266,303.201,303.889,304.374,304.118,305.711,306.579,306.998,307.173,308.057,308.216,308.244,308.597,308.638,309.624,310.554,310.731,311.567,311.517
